Data;dax;spx;nkx;dey10;jpy10;usy10;eurjpy;eurusd;usdjpy
09.08.2022;13700.93;4122.47;27999.96;0.9165;0.166;2.781;137.985;1.02136;135.0995
10.08.2022;13795.85;4210.24;27819.33;0.885;0.184;2.783;136.856;1.03;132.8705
12.08.2022;13816.61;4280.15;28546.98;0.985;0.184;2.842;136.964;1.02605;133.487
15.08.2022;13910.12;4297.14;28871.78;0.9025;0.184;2.793;135.437;1.01617;133.2825
16.08.2022;13626.71;4305.2;28868.91;0.9725;0.166;2.809;136.498;1.01683;134.239
17.08.2022;13697.41;4274.04;29222.77;1.081;0.184;2.899;137.501;1.01773;135.1055
18.08.2022;13544.52;4283.74;28942.14;1.1015;0.195;2.886;137.069;1.00876;135.879
19.08.2022;13230.57;4228.48;28930.33;1.2325;0.197;2.976;137.345;1.00405;136.791
22.08.2022;13194.23;4137.99;28794.5;1.302;0.214;3.026;136.736;0.99441;137.5045
23.08.2022;13220.06;4128.73;28452.75;1.3195;0.213;3.053;136.33;0.99699;136.741
24.08.2022;13271.96;4140.77;28313.47;1.3685;0.223;3.108;136.678;0.99685;137.1095
25.08.2022;12971.47;4199.12;28479.01;1.3165;0.221;3.03;136.176;0.99766;136.495
26.08.2022;12892.99;4057.66;28641.38;1.385;0.216;3.024;136.984;0.99657;137.456
29.08.2022;12961.14;4030.61;27878.96;1.5;0.24;3.11;138.717;0.99993;138.7275
30.08.2022;12834.96;3986.16;28195.58;1.5045;0.221;3.112;139.014;1.00172;138.7755
31.08.2022;12630.23;3955;28091.53;1.5355;0.221;3.196;139.798;1.0051;139.089
01.09.2022;13050.27;3966.85;27661.47;1.557;0.236;3.261;139.463;0.99459;140.2205
02.09.2022;12871.44;3924.26;27650.84;1.5185;0.235;3.193;139.588;0.99535;140.24
06.09.2022;12915.97;3908.19;27626.51;1.629;0.235;3.34;141.407;0.99042;142.775
07.09.2022;12904.32;3979.87;27430.3;1.574;0.243;3.267;143.862;1.0008;143.7475
08.09.2022;13088.21;4006.18;28065.28;1.7145;0.245;3.323;144.084;0.99976;144.119
09.09.2022;13402.27;4067.36;28214.75;1.6925;0.241;3.319;143.343;1.00456;142.693
12.09.2022;13188.95;4110.41;28542.11;1.652;0.241;3.358;144.535;1.01204;142.8155
13.09.2022;13028;3932.69;28614.63;1.725;0.239;3.412;144.204;0.99665;144.689
14.09.2022;12956.66;3946.01;27818.62;1.7075;0.248;3.406;142.873;0.99808;143.148
15.09.2022;12741.26;3901.35;27875.91;1.761;0.25;3.449;143.432;0.99964;143.4845
16.09.2022;12670.83;3873.33;27567.65;1.745;0.251;3.4533;143.1;1.00131;142.913
20.09.2022;12767.15;3855.93;27688.42;1.928;0.251;3.569;143.31;0.99706;143.732
21.09.2022;12531.63;3789.93;27313.13;1.88;0.253;3.534;141.785;0.98409;144.077
22.09.2022;12227.92;3757.99;27153.83;1.969;0.23;3.71;140.023;0.98372;142.339
26.09.2022;12139.68;3655.04;26431.55;2.0925;0.245;3.929;139.042;0.96096;144.69
27.09.2022;12183.28;3647.29;26571.87;2.23;0.246;3.949;138.938;0.95957;144.7925
28.09.2022;11975.55;3719.04;26173.98;2.1155;0.245;3.737;140.275;0.97345;144.1005
29.09.2022;12114.36;3640.47;26422.05;2.204;0.245;3.781;141.847;0.98184;144.47
30.09.2022;12209.48;3585.62;25937.21;2.1145;0.24;3.829;141.834;0.98004;144.722
03.10.2022;12670.48;3678.43;26215.79;1.912;0.236;3.643;142.057;0.98231;144.6145
04.10.2022;12517.18;3790.93;26992.21;1.871;0.224;3.635;144.009;0.99843;144.2355
05.10.2022;12470.78;3783.28;27120.53;2.017;0.241;3.755;142.945;0.98849;144.6095
06.10.2022;12273;3744.52;27311.3;2.0925;0.244;3.828;142.112;0.97945;145.094
07.10.2022;12220.25;3639.66;27116.11;2.191;0.244;3.888;141.552;0.9738;145.36
11.10.2022;12172.26;3588.84;26401.25;2.3055;0.248;3.945;141.504;0.9705;145.8045
12.10.2022;12355.58;3577.03;26396.83;2.3135;0.248;3.902;142.548;0.97058;146.869
13.10.2022;12437.81;3669.91;26237.42;2.278;0.243;3.95;143.88;0.97764;147.171
14.10.2022;12649.03;3583.07;27090.76;2.336;0.244;4.022;144.549;0.97267;148.61
17.10.2022;12765.61;3677.95;26775.79;2.2835;0.249;4.013;146.619;0.98409;148.9885
18.10.2022;12741.41;3719.98;27156.14;2.2805;0.249;4.007;147.146;0.98625;149.198
19.10.2022;12767.41;3695.16;27257.38;2.376;0.249;4.138;146.464;0.97735;149.8585
20.10.2022;12730.9;3665.78;27006.96;2.42;0.247;4.232;146.919;0.97858;150.134
21.10.2022;12931.45;3752.75;26890.58;2.415;0.249;4.219;145.586;0.98616;147.629
24.10.2022;13052.96;3797.34;26974.9;2.3145;0.249;4.247;147.129;0.98719;149.038
25.10.2022;13195.81;3859.11;27250.28;2.1785;0.247;4.1;147.602;0.99668;148.094
26.10.2022;13211.23;3830.6;27431.84;2.1145;0.247;4.007;147.578;1.00814;146.387
27.10.2022;13243.33;3807.3;27345.24;1.963;0.249;3.927;145.813;0.99671;146.2945
28.10.2022;13253.74;3901.06;27105.2;2.0975;0.239;4.01;146.925;0.99661;147.425
31.10.2022;13338.74;3871.98;27587.46;2.14;0.239;4.05;146.973;0.98849;148.684
01.11.2022;13256.74;3856.1;27678.92;2.1295;0.246;4.048;146.307;0.987449;148.167
02.11.2022;13459.85;3759.69;27663.39;2.1275;0.246;4.096;145.19;0.9815;147.926
04.11.2022;13533.52;3770.55;27199.74;2.2875;0.248;4.163;146.056;0.99587;146.661
07.11.2022;13688.75;3806.8;27527.64;2.3385;0.249;4.218;146.874;1.0018;146.611
08.11.2022;13666.32;3828.11;27872.11;2.275;0.245;4.128;146.745;1.00737;145.672
09.11.2022;14146.09;3748.57;27716.43;2.1675;0.246;4.099;146.613;1.00118;146.441
10.11.2022;14313.3;3956.37;27446.1;2.004;0.246;3.811;144.507;1.01979;141.703
14.11.2022;14378.51;3957.25;27963.47;2.147;0.236;3.863;144.588;1.03229;140.066
15.11.2022;14234.03;3991.73;27990.17;2.069;0.237;3.777;144.115;1.03458;139.2985
16.11.2022;14266.38;3958.79;28028.3;1.973;0.241;3.69;144.996;1.03944;139.495
17.11.2022;14431.86;3946.56;27930.57;2.019;0.236;3.769;145.399;1.03642;140.29
18.11.2022;14379.93;3965.34;27899.77;2.0165;0.243;3.829;144.942;1.03238;140.396
21.11.2022;14422.35;3949.94;27944.79;2.0205;0.239;3.84;145.549;1.02424;142.105
22.11.2022;14541.38;4003.58;28115.74;1.9805;0.241;3.758;145.499;1.03046;141.199
25.11.2022;14383.36;4026.12;28283.03;1.966;0.247;3.691;144.754;1.04095;139.0595
28.11.2022;14355.45;3963.94;28162.83;1.9805;0.246;3.679;143.665;1.03424;138.909
29.11.2022;14397.04;3957.63;28027.84;1.9315;0.246;3.75;143.235;1.03286;138.6785
30.11.2022;14490.3;4080.11;27968.99;1.8855;0.249;3.611;143.741;1.04096;138.085
01.12.2022;14529.39;4076.57;28226.08;1.7895;0.247;3.51;142.41;1.05233;135.329
02.12.2022;14447.61;4071.7;27777.9;1.816;0.247;3.492;141.474;1.0533;134.315
05.12.2022;14343.19;3998.84;27820.4;1.883;0.248;3.583;143.503;1.04948;136.738
06.12.2022;14261.19;3941.26;27885.87;1.783;0.249;3.531;143.383;1.04661;136.998
07.12.2022;14264.56;3933.92;27686.4;1.761;0.246;3.421;143.384;1.05088;136.442
08.12.2022;14370.72;3963.51;27574.43;1.8375;0.247;3.489;144.265;1.0557;136.6535
09.12.2022;14306.63;3934.38;27901.01;1.9345;0.248;3.586;143.949;1.05307;136.695
12.12.2022;14497.89;3990.56;27842.33;1.956;0.246;3.617;144.934;1.05366;137.553
13.12.2022;14460.2;4019.65;27954.85;1.9205;0.246;3.501;144.065;1.0633;135.489
14.12.2022;13986.23;3995.32;28156.21;1.932;0.246;3.479;144.659;1.06815;135.43
15.12.2022;13893.07;3895.75;28051.7;2.079;0.251;3.45;146.433;1.06302;137.752
16.12.2022;13942.87;3852.36;27527.12;2.148;0.245;3.488;144.797;1.05925;136.698
19.12.2022;13884.66;3817.66;27237.64;2.198;0.251;3.59;145.22;1.06085;136.8905
20.12.2022;14097.82;3821.62;26568.03;2.288;0.391;3.692;139.996;1.06245;131.7675
21.12.2022;13914.07;3878.44;26387.72;2.303;0.465;3.673;140.39;1.06061;132.3675
22.12.2022;13940.93;3822.39;26507.87;2.3595;0.384;3.686;140.33;1.05988;132.4025
23.12.2022;13995.1;3844.82;26235.25;2.403;0.374;3.751;141.076;1.06165;132.884
27.12.2022;13925.6;3829.25;26447.87;2.5035;0.457;3.849;142.035;1.06412;133.477
28.12.2022;14071.72;3783.22;26340.5;2.508;0.444;3.886;142.585;1.06166;134.304
29.12.2022;13923.59;3849.28;26093.67;2.449;0.442;3.82;141.831;1.06619;133.0265
30.12.2022;14490.78;3839.5;26094.5;2.568;0.408;3.879;140.532;1.07049;131.279
04.01.2023;14436.31;3852.97;25716.86;2.2825;0.447;3.69;140.429;1.0607;132.393
05.01.2023;14610.02;3808.1;25820.8;2.291;0.421;3.722;140.381;1.05219;133.418
06.01.2023;14774.6;3895.08;25973.85;2.195;0.498;3.56;140.638;1.06461;132.103
10.01.2023;14947.91;3919.25;26175.56;2.274;0.503;3.615;141.925;1.07365;132.19
11.01.2023;15058.3;3969.61;26446;2.1525;0.496;3.543;142.468;1.07581;132.429
12.01.2023;15086.52;3983.17;26449.82;2.127;0.508;3.444;140.279;1.0849;129.3015
13.01.2023;15187.07;3999.09;26119.52;2.171;0.506;3.498;138.522;1.0832;127.883
17.01.2023;15181.8;3990.97;26138.68;2.08;0.502;3.549;138.379;1.07921;128.2225
18.01.2023;14920.36;3928.86;26791.12;2.0215;0.425;3.373;138.964;1.0792;128.766
19.01.2023;15033.56;3898.85;26405.23;2.064;0.402;3.399;139.094;1.08311;128.4215
20.01.2023;15102.95;3972.61;26553.53;2.169;0.346;3.482;140.681;1.08565;129.583
23.01.2023;15093.11;4019.81;26906.04;2.2;0.38;3.521;141.981;1.08709;130.6065
24.01.2023;15081.64;4016.95;27299.19;2.1515;0.409;3.455;141.705;1.08869;130.1615
25.01.2023;15132.85;4016.22;27395.01;2.143;0.435;3.451;141.351;1.09146;129.507
26.01.2023;15150.03;4060.43;27362.75;2.209;0.461;3.506;141.769;1.08912;130.1685
27.01.2023;15126.08;4070.56;27382.56;2.2225;0.48;3.507;141.117;1.08655;129.877
30.01.2023;15128.27;4017.77;27433.4;2.3055;0.476;3.542;141.479;1.08513;130.38
31.01.2023;15180.74;4076.6;27327.11;2.2715;0.487;3.51;141.305;1.08621;130.0905
01.02.2023;15509.19;4119.21;27346.88;2.2885;0.478;3.417;141.668;1.09885;128.9245
02.02.2023;15476.43;4179.76;27402.05;2.07;0.492;3.402;140.335;1.09088;128.644
03.02.2023;15345.91;4136.48;27509.46;2.2095;0.482;3.519;141.55;1.07935;131.144
06.02.2023;15320.88;4111.08;27693.65;2.2935;0.492;3.644;142.271;1.07275;132.623
07.02.2023;15412.05;4164;27685.47;2.3565;0.491;3.679;140.633;1.07297;131.0695
